user_id,age,home_location,dining_frequency,favorite_cuisines,preferred_price_range,dietary_restrictions,avg_rating_given,total_reviews_written
10925,58,Dubai Marina,Daily,Indian,Low,None,3.11,46
10926,44,Ajman,Bi-Weekly,"Seafood, Emirati, Indian",Luxury,None,4.0,19
10927,23,Abu Dhabi,Weekly,"Thai, Mediterranean, Italian",Medium,Keto,3.95,4
10928,46,Palm Jumeirah,Monthly,"Mediterranean, Italian",High,Vegan,4.44,14
10929,32,Sharjah,Weekly,Chinese,Low,Halal,3.38,125
10930,59,Jumeirah Lakes Towers (JLT),Weekly,Chinese,High,Vegan,3.45,53
10931,40,Dubai Marina,Weekly,Mexican,Medium,Dairy-Free,3.88,129
10932,47,Dubai Marina,Rarely,"Chinese, Seafood, Iranian",High,Halal,3.34,115
10933,30,Jumeirah Beach Residence (JBR),Weekly,"Seafood, Italian",High,Halal,3.07,90
10934,47,Dubai Marina,Daily,"Chinese, Emirati",Low,Vegan,3.93,135
10935,56,Dubai Marina,Monthly,Mexican,High,Vegan,3.83,19
10936,55,Sharjah,Monthly,Mexican,Medium,Dairy-Free,3.94,64
10937,46,Jumeirah Lakes Towers (JLT),Bi-Weekly,Emirati,Medium,Vegetarian,3.81,100
10938,48,Jumeirah Beach Residence (JBR),Monthly,"Italian, Iranian, Thai",Luxury,Vegan,4.31,46
10939,20,Jumeirah Beach Residence (JBR),Bi-Weekly,Indian,Medium,Keto,3.05,15
10940,23,Palm Jumeirah,Weekly,"Iranian, Indian",Low,Vegetarian,4.28,48
10941,33,Dubai Marina,Rarely,"Chinese, Iranian",Luxury,None,3.64,142
10942,43,Downtown Dubai,Bi-Weekly,"Iranian, Emirati, Indian",Luxury,Halal,4.26,81
10943,44,Ajman,Daily,"Thai, Iranian, Chinese",Luxury,None,3.31,142
10944,43,Al Barsha,Rarely,Thai,Low,Halal,3.36,42
10945,51,Abu Dhabi,Monthly,"Emirati, French, Seafood",Luxury,Vegan,3.88,126
10946,40,Jumeirah Lakes Towers (JLT),Weekly,"Mexican, Emirati, Iranian",Low,Dairy-Free,3.28,120
10947,53,Abu Dhabi,Rarely,"Indian, Thai, Emirati",High,Halal,4.27,96
10948,57,Jumeirah Beach Residence (JBR),Rarely,"Emirati, Chinese",Luxury,Vegetarian,3.69,6
10949,57,Downtown Dubai,Weekly,"Italian, Mexican, Emirati",Luxury,Halal,4.49,126
10950,42,Sharjah,Monthly,"Chinese, Thai",Luxury,None,4.13,112
10951,54,Abu Dhabi,Weekly,"Seafood, Iranian, French",Medium,Halal,3.17,13
10952,21,Palm Jumeirah,Weekly,"Thai, Mediterranean, Mexican",High,Gluten-Free,3.33,30
10953,33,Abu Dhabi,Bi-Weekly,Iranian,Low,Keto,4.45,125
10954,34,Jumeirah Beach Residence (JBR),Monthly,"French, Iranian, Seafood",Low,None,3.79,131
10955,43,Downtown Dubai,Daily,"Mexican, French",Luxury,None,3.73,109
10956,29,Al Barsha,Weekly,Indian,Low,Dairy-Free,3.87,81
10957,47,Palm Jumeirah,Monthly,Chinese,Low,Keto,3.08,39
10958,58,Sharjah,Bi-Weekly,"Mexican, French",High,Vegan,4.36,111
10959,20,Dubai Marina,Rarely,"Indian, Seafood",Low,Dairy-Free,3.1,93
10960,58,Jumeirah Lakes Towers (JLT),Rarely,Thai,Luxury,Vegan,4.32,137
10961,52,Sharjah,Bi-Weekly,"Italian, Chinese, Iranian",Medium,None,4.03,32
10962,20,Sharjah,Daily,French,Low,Keto,3.58,42
10963,50,Palm Jumeirah,Bi-Weekly,"Emirati, Chinese, Mediterranean",Low,Halal,3.12,40
10964,28,Dubai Marina,Daily,"Mexican, Iranian",Low,Gluten-Free,3.83,5
10965,27,Palm Jumeirah,Rarely,"Emirati, Iranian, Mexican",Luxury,Halal,3.93,127
10966,29,Dubai Marina,Weekly,"Iranian, Italian",Low,Gluten-Free,3.32,132
10967,44,Downtown Dubai,Daily,Emirati,Low,None,3.82,118
10968,22,Palm Jumeirah,Monthly,"Thai, Mediterranean, Italian",Low,None,3.09,73
10969,27,Sharjah,Rarely,"Mediterranean, Thai, Chinese",Medium,Vegan,4.41,96
10970,25,Business Bay,Bi-Weekly,"Emirati, Seafood",High,Keto,3.8,9
10971,52,Palm Jumeirah,Weekly,Mediterranean,High,Gluten-Free,3.82,44
10972,41,Jumeirah Beach Residence (JBR),Daily,"Mexican, Thai, Italian",High,Halal,4.14,150
10973,48,Dubai Marina,Weekly,"Thai, French",Low,Vegetarian,4.29,11
10974,40,Business Bay,Weekly,"Italian, French, Mediterranean",Luxury,Vegan,3.19,1
10975,38,Abu Dhabi,Monthly,Mexican,Medium,Gluten-Free,3.98,12
10976,59,Ajman,Bi-Weekly,"French, Thai, Emirati",Low,Halal,3.99,128
10977,29,Palm Jumeirah,Bi-Weekly,"Italian, Mediterranean",Low,Halal,3.47,119
10978,53,Business Bay,Weekly,"Italian, Seafood, Mediterranean",Luxury,None,3.59,8
10979,50,Jumeirah Beach Residence (JBR),Rarely,Emirati,Low,Keto,4.09,97
10980,53,Dubai Marina,Monthly,French,Luxury,None,3.27,126
10981,24,Jumeirah Beach Residence (JBR),Weekly,"French, Indian",Low,Halal,4.27,43
10982,51,Palm Jumeirah,Monthly,"Mexican, French, Chinese",Low,None,3.6,30
10983,52,Ajman,Daily,"Thai, Italian, Emirati",Luxury,None,3.97,37
10984,32,Ajman,Weekly,"French, Mediterranean",High,None,3.05,84
10985,57,Downtown Dubai,Weekly,"Seafood, Iranian, Emirati",Low,Halal,4.42,50
10986,26,Business Bay,Monthly,"French, Indian, Emirati",Low,Keto,3.5,114
10987,45,Ajman,Weekly,"Indian, Italian",High,Keto,4.45,69
10988,38,Abu Dhabi,Bi-Weekly,"Mexican, Emirati",High,Gluten-Free,4.15,1
10989,49,Al Barsha,Monthly,"Indian, French, Mediterranean",High,Vegetarian,3.42,28
10990,57,Abu Dhabi,Weekly,"Iranian, Mexican",Medium,Vegan,4.29,19
10991,56,Ajman,Rarely,Italian,Low,Vegan,3.94,105
10992,27,Sharjah,Weekly,"Thai, French",High,Gluten-Free,4.47,105
10993,49,Business Bay,Monthly,"Chinese, Mediterranean, Emirati",Luxury,Dairy-Free,4.34,61
10994,26,Business Bay,Rarely,"Emirati, Mexican, Indian",High,Gluten-Free,4.38,148
10995,41,Dubai Marina,Bi-Weekly,Mediterranean,Low,Dairy-Free,3.19,81
10996,33,Business Bay,Monthly,Chinese,Low,Dairy-Free,3.24,141
10997,27,Ajman,Rarely,"Seafood, Chinese, Mexican",Medium,Gluten-Free,3.99,7
10998,24,Jumeirah Beach Residence (JBR),Monthly,"Thai, Emirati, French",Low,Gluten-Free,3.84,112
10999,52,Sharjah,Monthly,"Mexican, Mediterranean",Low,Gluten-Free,3.02,100
11000,50,Business Bay,Rarely,French,Low,Gluten-Free,3.29,105
